# The train part of failures-all.tsv, split by family with seed 1
# (wisp classifier split); see training/README.md for the labels and rules.
none	#12 naming to docker.io/library/api:dev done
warning	warning: Run script build phase 'SwiftLint' will be run during every build because it does not specify any outputs.
test-failure	ERROR: test_connects (tests.test_db.DbTests.test_connects)
none	Successfully tagged api:latest
test-failure	1) UserTest#test_email_normalised [test/models/user_test.rb:22]:
none	Compiling thiserror-impl v1.0.63
error	Error: Process completed with exit code 1.
none	Node.js v22.9.0
error	app/views.py:88:1: E501 Line too long (104 > 88)
none	rootdir: /Users/dev/proj
crash	zsh: abort      swift run wisp-bench
none	Collecting requests>=2.31
warning	npm warn deprecated glob@7.2.3: Glob versions prior to v9 are no longer supported
test-failure	thrown: "Exceeded timeout of 5000 ms for a test.
error	error[E0277]: the trait bound `Request: Serialize` is not satisfied
none	Duration  2.41s (transform 310ms, setup 0ms, collect 1.2s, tests 402ms)
crash	exited with code 137 (OOMKilled)
none	[40/40] Linking FailureReporter
test-failure	not ok 7 - rejects malformed header
test-failure	E       assert {'id': 7, 'state': 'open'} == {'id': 7, 'state': 'closed'}
error	make: *** [Makefile:42: build/obj/server.o] Error 1
warning	Sources/Core/Worker.swift:30:18: warning: capture of 'self' with non-sendable type 'Worker' in a '@Sendable' closure
none	[==========] 44 tests from 7 test suites ran. (18 ms total)
crash	Fatal error: Unexpectedly found nil while unwrapping an Optional value
none	#0 building with "desktop-linux" instance using docker driver
test-failure	retry_test.go:77: backoff exceeded budget: got 2.1s, want <= 2s
none	Snapshots:   4 passed, 4 total
error	error[E0433]: failed to resolve: use of undeclared crate or module `tokio`
crash	memory allocation of 17179869184 bytes failed
warning	warning: 'swift-crypto': Invalid Resource 'README.md': File not found.
none	Test Suite 'All tests' passed at 2026-09-14 09:20:44.310.
none	tests/test_parse.py::test_legacy XFAIL (known bug)
error	Error: Invalid reference
none	up to date, audited 412 packages in 1s
test-failure	org.opentest4j.AssertionFailedError: expected: <150> but was: <100>
warning	[!] The `Notes [Debug]` target overrides the `ALWAYS_EMBED_SWIFT_STANDARD_LIBRARIES` build setting defined in `Pods/Target Support Files/Pods-Notes/Pods-Notes.debug.xcconfig'.
error	Module not found: Error: Can't resolve './components/Hedaer' in '/Users/dev/web/src'
crash	xctest (48812) encountered an error (Early unexpected exit, operation never finished bootstrapping - no restart will be attempted. (Underlying Error: The test runner crashed while preparing to run tests: Notes at <external symbol>))
crash	** (exit) exited in: GenServer.call(App.Cache, {:get, :user}, 5000)
none	test retry::tests::gives_up_after_three_failures ... ok
error	error: failed to run custom build command for `openssl-sys v0.9.102`
none	make: 'build/engine' is up to date.
none	= help: consider removing the borrow: `path`
crash	Swift runtime failure: arithmetic overflow
error	error: Dependencies could not be resolved because root depends on 'swift-argument-parser' 2.0.0..<3.0.0.
test-failure	tests/test_codec.py:88: AssertionError
none	Run actions/checkout@v4
error	/Users/dev/src/app/Sources/Net/Client.swift:118:22: error: cannot convert value of type 'Data?' to expected argument type 'Data'
error	ERROR tests/test_db.py::test_connect - psycopg.OperationalError: connection refused
crash	Restarting after unexpected exit, crash, or test timeout in SyncTests.testLargeMerge(); summary will include totals from previous launches.
none	** BUILD SUCCEEDED **
test-failure	Mismatched snapshot in `src/__tests__/Header.test.tsx`
crash	Unhandled exception. System.InvalidOperationException: Sequence contains no elements
warning	Sources/App/AppDelegate.swift:88:9: warning: will never be executed
error	FAILED: src/CMakeFiles/engine.dir/render.cpp.o
error	Undefined symbols for architecture arm64:
test-failure	MISMATCH: golden file testdata/report.golden differs at line 14
none	Finished `dev` profile [unoptimized + debuginfo] target(s) in 21.44s
error	make[2]: *** No rule to make target 'src/proto/api.pb.h', needed by 'src/net.o'.  Stop.
none	Checking ingest v0.4.1 (/Users/dev/src/ingest)
test-failure	[  FAILED  ] 2 tests, listed below:
test-failure	error: test failed, to rerun pass `--lib`
crash	Exception Type:  EXC_BAD_ACCESS (SIGSEGV)
warning	npm WARN deprecated inflight@1.0.6: This module is not supported, and leaks memory.
none	HEAD is now at 9a1f0b3 Fail fast when the config is missing
test-failure	--- FAIL: TestRetryBackoff (2.00s)
error	go: github.com/example/kit@v1.4.0: reading github.com/example/kit/go.mod at revision v1.4.0: unknown revision v1.4.0
none	Scenario: Guest checkout fails  # features/checkout.feature:12
crash	[BUG] Segmentation fault at 0x0000000000000008
